A,Count(A),Event,P(B|A)
RLLLRLRLR,0,R|RLLLRLRLR,0.0
RLLLRLRRL,0,L|RLLLRLRRL,0.0
RLLLRLRRL,0,R|RLLLRLRRL,0.0
RLLLRLRRR,0,L|RLLLRLRRR,0.0
RLLLRLRRR,0,R|RLLLRLRRR,0.0
RLLLRRLLL,0,L|RLLLRRLLL,0.0
RLLLRRLLL,0,R|RLLLRRLLL,0.0
RLLLRRLLR,0,L|RLLLRRLLR,0.0
RLLLRRLLR,0,R|RLLLRRLLR,0.0
RLLLRRLRL,0,L|RLLLRRLRL,0.0
RLLLRRLRL,0,R|RLLLRRLRL,0.0
RLLLRRLRR,0,L|RLLLRRLRR,0.0
RLLLRRLRR,0,R|RLLLRRLRR,0.0
RLLLRRRLL,0,L|RLLLRRRLL,0.0
RLLLRRRLL,0,R|RLLLRRRLL,0.0
RLLLRRRLR,0,L|RLLLRRRLR,0.0
RLLLRRRLR,0,R|RLLLRRRLR,0.0
RLLLRRRRL,0,L|RLLLRRRRL,0.0
RLLLRRRRL,0,R|RLLLRRRRL,0.0
RLLLRRRRR,0,L|RLLLRRRRR,0.0
RLLLRRRRR,0,R|RLLLRRRRR,0.0
RLLRLLLLL,0,L|RLLRLLLLL,0.0
RLLRLLLLL,0,R|RLLRLLLLL,0.0
RLLRLLLLR,0,L|RLLRLLLLR,0.0
RLLRLLLLR,0,R|RLLRLLLLR,0.0
RLLRLLLRL,0,L|RLLRLLLRL,0.0
RLLRLLLRL,0,R|RLLRLLLRL,0.0
RLLRLLLRR,0,L|RLLRLLLRR,0.0
RLLRLLLRR,0,R|RLLRLLLRR,0.0
RLLRLLRLL,0,L|RLLRLLRLL,0.0
RLLRLLRLL,0,R|RLLRLLRLL,0.0
RLLRLLRLR,0,L|RLLRLLRLR,0.0
RLLRLLRLR,0,R|RLLRLLRLR,0.0
RLLRLLRRL,0,L|RLLRLLRRL,0.0
RLLRLLRRL,0,R|RLLRLLRRL,0.0
RLLRLLRRR,0,L|RLLRLLRRR,0.0
RLLRLLRRR,0,R|RLLRLLRRR,0.0
RLLRLRLLL,0,L|RLLRLRLLL,0.0
RLLRLRLLL,0,R|RLLRLRLLL,0.0
RLLRLRLLR,0,L|RLLRLRLLR,0.0
RLLRLRLLR,0,R|RLLRLRLLR,0.0
RLLRLRLRL,0,L|RLLRLRLRL,0.0
RLLRLRLRL,0,R|RLLRLRLRL,0.0
RLLRLRLRR,0,L|RLLRLRLRR,0.0
RLLRLRLRR,0,R|RLLRLRLRR,0.0
RLLRLRRLL,0,L|RLLRLRRLL,0.0
RLLRLRRLL,0,R|RLLRLRRLL,0.0
RLLRLRRLR,0,L|RLLRLRRLR,0.0
RLLRLRRLR,0,R|RLLRLRRLR,0.0
RLLRLRRRL,0,L|RLLRLRRRL,0.0
RLLRLRRRL,0,R|RLLRLRRRL,0.0
RLLRLRRRR,0,L|RLLRLRRRR,0.0
RLLRLRRRR,0,R|RLLRLRRRR,0.0
RLLRRLLLL,0,L|RLLRRLLLL,0.0
RLLRRLLLL,0,R|RLLRRLLLL,0.0
RLLRRLLLR,0,L|RLLRRLLLR,0.0
RLLRRLLLR,0,R|RLLRRLLLR,0.0
RLLRRLLRL,0,L|RLLRRLLRL,0.0
RLLRRLLRL,0,R|RLLRRLLRL,0.0
RLLRRLLRR,0,L|RLLRRLLRR,0.0
RLLRRLLRR,0,R|RLLRRLLRR,0.0
RLLRRLRLL,0,L|RLLRRLRLL,0.0
RLLRRLRLL,0,R|RLLRRLRLL,0.0
RLLRRLRLR,0,L|RLLRRLRLR,0.0
RLLRRLRLR,0,R|RLLRRLRLR,0.0
RLLRRLRRL,0,L|RLLRRLRRL,0.0
RLLRRLRRL,0,R|RLLRRLRRL,0.0
RLLRRLRRR,0,L|RLLRRLRRR,0.0
RLLRRLRRR,0,R|RLLRRLRRR,0.0
RLLRRRLLL,0,L|RLLRRRLLL,0.0
RLLRRRLLL,0,R|RLLRRRLLL,0.0
RLLRRRLLR,0,L|RLLRRRLLR,0.0
RLLRRRLLR,0,R|RLLRRRLLR,0.0
RLLRRRLRL,0,L|RLLRRRLRL,0.0
RLLRRRLRL,0,R|RLLRRRLRL,0.0
RLLRRRLRR,0,L|RLLRRRLRR,0.0
RLLRRRLRR,0,R|RLLRRRLRR,0.0
RLLRRRRLL,0,L|RLLRRRRLL,0.0
RLLRRRRLL,0,R|RLLRRRRLL,0.0
RLLRRRRLR,0,L|RLLRRRRLR,0.0
RLLRRRRLR,0,R|RLLRRRRLR,0.0
RLLRRRRRL,0,L|RLLRRRRRL,0.0
RLLRRRRRL,0,R|RLLRRRRRL,0.0
RLLRRRRRR,0,L|RLLRRRRRR,0.0
RLLRRRRRR,0,R|RLLRRRRRR,0.0
RLRLLLLLL,0,L|RLRLLLLLL,0.0
RLRLLLLLL,0,R|RLRLLLLLL,0.0
RLRLLLLLR,0,L|RLRLLLLLR,0.0
RLRLLLLLR,0,R|RLRLLLLLR,0.0
RLRLLLLRL,0,L|RLRLLLLRL,0.0
RLRLLLLRL,0,R|RLRLLLLRL,0.0
RLRLLLLRR,0,L|RLRLLLLRR,0.0
RLRLLLLRR,0,R|RLRLLLLRR,0.0
RLRLLLRLL,0,L|RLRLLLRLL,0.0
RLRLLLRLL,0,R|RLRLLLRLL,0.0
RLRLLLRLR,0,L|RLRLLLRLR,0.0
RLRLLLRLR,0,R|RLRLLLRLR,0.0
RLRLLLRRL,0,L|RLRLLLRRL,0.0
RLRLLLRRL,0,R|RLRLLLRRL,0.0
RLRLLLRRR,0,L|RLRLLLRRR,0.0
RLRLLLRRR,0,R|RLRLLLRRR,0.0
RLRLLRLLL,0,L|RLRLLRLLL,0.0
RLRLLRLLL,0,R|RLRLLRLLL,0.0
RLRLLRLLR,0,L|RLRLLRLLR,0.0
RLRLLRLLR,0,R|RLRLLRLLR,0.0
RLRLLRLRL,0,L|RLRLLRLRL,0.0
RLRLLRLRL,0,R|RLRLLRLRL,0.0
RLRLLRLRR,0,L|RLRLLRLRR,0.0
RLRLLRLRR,0,R|RLRLLRLRR,0.0
RLRLLRRLL,0,L|RLRLLRRLL,0.0
RLRLLRRLL,0,R|RLRLLRRLL,0.0
RLRLLRRLR,0,L|RLRLLRRLR,0.0
RLRLLRRLR,0,R|RLRLLRRLR,0.0
RLRLLRRRL,0,L|RLRLLRRRL,0.0
RLRLLRRRL,0,R|RLRLLRRRL,0.0
RLRLLRRRR,0,L|RLRLLRRRR,0.0
RLRLLRRRR,0,R|RLRLLRRRR,0.0
RLRLRLLLL,0,L|RLRLRLLLL,0.0
RLRLRLLLL,0,R|RLRLRLLLL,0.0
RLRLRLLLR,0,L|RLRLRLLLR,0.0
RLRLRLLLR,0,R|RLRLRLLLR,0.0
RLRLRLLRL,0,L|RLRLRLLRL,0.0
RLRLRLLRL,0,R|RLRLRLLRL,0.0
RLRLRLLRR,0,L|RLRLRLLRR,0.0
RLRLRLLRR,0,R|RLRLRLLRR,0.0
RLRLRLRLL,0,L|RLRLRLRLL,0.0
RLRLRLRLL,0,R|RLRLRLRLL,0.0
RLRLRLRLR,0,L|RLRLRLRLR,0.0
RLRLRLRLR,0,R|RLRLRLRLR,0.0
RLRLRLRRL,0,L|RLRLRLRRL,0.0
RLRLRLRRL,0,R|RLRLRLRRL,0.0
RLRLRLRRR,0,L|RLRLRLRRR,0.0
RLRLRLRRR,0,R|RLRLRLRRR,0.0
RLRLRRLLL,0,L|RLRLRRLLL,0.0
RLRLRRLLL,0,R|RLRLRRLLL,0.0
RLRLRRLLR,0,L|RLRLRRLLR,0.0
RLRLRRLLR,0,R|RLRLRRLLR,0.0
RLRLRRLRL,0,L|RLRLRRLRL,0.0
RLRLRRLRL,0,R|RLRLRRLRL,0.0
RLRLRRLRR,0,L|RLRLRRLRR,0.0
RLRLRRLRR,0,R|RLRLRRLRR,0.0
RLRLRRRLL,0,L|RLRLRRRLL,0.0
RLRLRRRLL,0,R|RLRLRRRLL,0.0
RLRLRRRLR,0,L|RLRLRRRLR,0.0
RLRLRRRLR,0,R|RLRLRRRLR,0.0
RLRLRRRRL,0,L|RLRLRRRRL,0.0
RLRLRRRRL,0,R|RLRLRRRRL,0.0
RLRLRRRRR,0,L|RLRLRRRRR,0.0
RLRLRRRRR,0,R|RLRLRRRRR,0.0
RLRRLLLLL,0,L|RLRRLLLLL,0.0
RLRRLLLLL,0,R|RLRRLLLLL,0.0
RLRRLLLLR,0,L|RLRRLLLLR,0.0
RLRRLLLLR,0,R|RLRRLLLLR,0.0
RLRRLLLRL,0,L|RLRRLLLRL,0.0
RLRRLLLRL,0,R|RLRRLLLRL,0.0
RLRRLLLRR,0,L|RLRRLLLRR,0.0
RLRRLLLRR,0,R|RLRRLLLRR,0.0
RLRRLLRLL,0,L|RLRRLLRLL,0.0
RLRRLLRLL,0,R|RLRRLLRLL,0.0
RLRRLLRLR,0,L|RLRRLLRLR,0.0
RLRRLLRLR,0,R|RLRRLLRLR,0.0
RLRRLLRRL,0,L|RLRRLLRRL,0.0
RLRRLLRRL,0,R|RLRRLLRRL,0.0
RLRRLLRRR,0,L|RLRRLLRRR,0.0
RLRRLLRRR,0,R|RLRRLLRRR,0.0
RLRRLRLLL,0,L|RLRRLRLLL,0.0
RLRRLRLLL,0,R|RLRRLRLLL,0.0
RLRRLRLLR,0,L|RLRRLRLLR,0.0
RLRRLRLLR,0,R|RLRRLRLLR,0.0
RLRRLRLRL,0,L|RLRRLRLRL,0.0
RLRRLRLRL,0,R|RLRRLRLRL,0.0
RLRRLRLRR,0,L|RLRRLRLRR,0.0
RLRRLRLRR,0,R|RLRRLRLRR,0.0
RLRRLRRLL,0,L|RLRRLRRLL,0.0
RLRRLRRLL,0,R|RLRRLRRLL,0.0
RLRRLRRLR,0,L|RLRRLRRLR,0.0
RLRRLRRLR,0,R|RLRRLRRLR,0.0
RLRRLRRRL,0,L|RLRRLRRRL,0.0
RLRRLRRRL,0,R|RLRRLRRRL,0.0
RLRRLRRRR,0,L|RLRRLRRRR,0.0
RLRRLRRRR,0,R|RLRRLRRRR,0.0
RLRRRLLLL,0,L|RLRRRLLLL,0.0
RLRRRLLLL,0,R|RLRRRLLLL,0.0
RLRRRLLLR,0,L|RLRRRLLLR,0.0
RLRRRLLLR,0,R|RLRRRLLLR,0.0
RLRRRLLRL,0,L|RLRRRLLRL,0.0
RLRRRLLRL,0,R|RLRRRLLRL,0.0
RLRRRLLRR,0,L|RLRRRLLRR,0.0
RLRRRLLRR,0,R|RLRRRLLRR,0.0
RLRRRLRLL,0,L|RLRRRLRLL,0.0
RLRRRLRLL,0,R|RLRRRLRLL,0.0
RLRRRLRLR,0,L|RLRRRLRLR,0.0
RLRRRLRLR,0,R|RLRRRLRLR,0.0
RLRRRLRRL,0,L|RLRRRLRRL,0.0
RLRRRLRRL,0,R|RLRRRLRRL,0.0
RLRRRLRRR,0,L|RLRRRLRRR,0.0
RLRRRLRRR,0,R|RLRRRLRRR,0.0
RLRRRRLLL,0,L|RLRRRRLLL,0.0
RLRRRRLLL,0,R|RLRRRRLLL,0.0
RLRRRRLLR,0,L|RLRRRRLLR,0.0
RLRRRRLLR,0,R|RLRRRRLLR,0.0
RLRRRRLRL,0,L|RLRRRRLRL,0.0
RLRRRRLRL,0,R|RLRRRRLRL,0.0
RLRRRRLRR,0,L|RLRRRRLRR,0.0
RLRRRRLRR,0,R|RLRRRRLRR,0.0
RLRRRRRLL,0,L|RLRRRRRLL,0.0
RLRRRRRLL,0,R|RLRRRRRLL,0.0
RLRRRRRLR,1,L|RLRRRRRLR,0.0
RLRRRRRLR,1,R|RLRRRRRLR,1.0
RLRRRRRRL,0,L|RLRRRRRRL,0.0
RLRRRRRRL,0,R|RLRRRRRRL,0.0
RLRRRRRRR,7,L|RLRRRRRRR,0.0
RLRRRRRRR,7,R|RLRRRRRRR,1.0
RRLLLLLLL,3,L|RRLLLLLLL,1.0
RRLLLLLLL,3,R|RRLLLLLLL,0.0
RRLLLLLLR,0,L|RRLLLLLLR,0.0
RRLLLLLLR,0,R|RRLLLLLLR,0.0
RRLLLLLRL,0,L|RRLLLLLRL,0.0
RRLLLLLRL,0,R|RRLLLLLRL,0.0
RRLLLLLRR,0,L|RRLLLLLRR,0.0
RRLLLLLRR,0,R|RRLLLLLRR,0.0
RRLLLLRLL,0,L|RRLLLLRLL,0.0
RRLLLLRLL,0,R|RRLLLLRLL,0.0
RRLLLLRLR,0,L|RRLLLLRLR,0.0
RRLLLLRLR,0,R|RRLLLLRLR,0.0
RRLLLLRRL,0,L|RRLLLLRRL,0.0
RRLLLLRRL,0,R|RRLLLLRRL,0.0
RRLLLLRRR,0,L|RRLLLLRRR,0.0
RRLLLLRRR,0,R|RRLLLLRRR,0.0
RRLLLRLLL,0,L|RRLLLRLLL,0.0
RRLLLRLLL,0,R|RRLLLRLLL,0.0
RRLLLRLLR,0,L|RRLLLRLLR,0.0
RRLLLRLLR,0,R|RRLLLRLLR,0.0
RRLLLRLRL,0,L|RRLLLRLRL,0.0
RRLLLRLRL,0,R|RRLLLRLRL,0.0
RRLLLRLRR,0,L|RRLLLRLRR,0.0
RRLLLRLRR,0,R|RRLLLRLRR,0.0
RRLLLRRLL,0,L|RRLLLRRLL,0.0
RRLLLRRLL,0,R|RRLLLRRLL,0.0
RRLLLRRLR,0,L|RRLLLRRLR,0.0
RRLLLRRLR,0,R|RRLLLRRLR,0.0
RRLLLRRRL,0,L|RRLLLRRRL,0.0
RRLLLRRRL,0,R|RRLLLRRRL,0.0
RRLLLRRRR,0,L|RRLLLRRRR,0.0
RRLLLRRRR,0,R|RRLLLRRRR,0.0
RRLLRLLLL,0,L|RRLLRLLLL,0.0
RRLLRLLLL,0,R|RRLLRLLLL,0.0
RRLLRLLLR,0,L|RRLLRLLLR,0.0
RRLLRLLLR,0,R|RRLLRLLLR,0.0
RRLLRLLRL,0,L|RRLLRLLRL,0.0
RRLLRLLRL,0,R|RRLLRLLRL,0.0
RRLLRLLRR,0,L|RRLLRLLRR,0.0
RRLLRLLRR,0,R|RRLLRLLRR,0.0
RRLLRLRLL,0,L|RRLLRLRLL,0.0
RRLLRLRLL,0,R|RRLLRLRLL,0.0
RRLLRLRLR,0,L|RRLLRLRLR,0.0
RRLLRLRLR,0,R|RRLLRLRLR,0.0
RRLLRLRRL,0,L|RRLLRLRRL,0.0
RRLLRLRRL,0,R|RRLLRLRRL,0.0
RRLLRLRRR,0,L|RRLLRLRRR,0.0
RRLLRLRRR,0,R|RRLLRLRRR,0.0
RRLLRRLLL,0,L|RRLLRRLLL,0.0
RRLLRRLLL,0,R|RRLLRRLLL,0.0
RRLLRRLLR,0,L|RRLLRRLLR,0.0
RRLLRRLLR,0,R|RRLLRRLLR,0.0
RRLLRRLRL,0,L|RRLLRRLRL,0.0
RRLLRRLRL,0,R|RRLLRRLRL,0.0
RRLLRRLRR,0,L|RRLLRRLRR,0.0
RRLLRRLRR,0,R|RRLLRRLRR,0.0
RRLLRRRLL,0,L|RRLLRRRLL,0.0
RRLLRRRLL,0,R|RRLLRRRLL,0.0
RRLLRRRLR,0,L|RRLLRRRLR,0.0
RRLLRRRLR,0,R|RRLLRRRLR,0.0
RRLLRRRRL,0,L|RRLLRRRRL,0.0
RRLLRRRRL,0,R|RRLLRRRRL,0.0
RRLLRRRRR,0,L|RRLLRRRRR,0.0
RRLLRRRRR,0,R|RRLLRRRRR,0.0
RRLRLLLLL,0,L|RRLRLLLLL,0.0
RRLRLLLLL,0,R|RRLRLLLLL,0.0
RRLRLLLLR,0,L|RRLRLLLLR,0.0
RRLRLLLLR,0,R|RRLRLLLLR,0.0
RRLRLLLRL,0,L|RRLRLLLRL,0.0
RRLRLLLRL,0,R|RRLRLLLRL,0.0
RRLRLLLRR,0,L|RRLRLLLRR,0.0
RRLRLLLRR,0,R|RRLRLLLRR,0.0
RRLRLLRLL,0,L|RRLRLLRLL,0.0
RRLRLLRLL,0,R|RRLRLLRLL,0.0
RRLRLLRLR,0,L|RRLRLLRLR,0.0
RRLRLLRLR,0,R|RRLRLLRLR,0.0
RRLRLLRRL,0,L|RRLRLLRRL,0.0
RRLRLLRRL,0,R|RRLRLLRRL,0.0
RRLRLLRRR,0,L|RRLRLLRRR,0.0
RRLRLLRRR,0,R|RRLRLLRRR,0.0
RRLRLRLLL,0,L|RRLRLRLLL,0.0
RRLRLRLLL,0,R|RRLRLRLLL,0.0
RRLRLRLLR,0,L|RRLRLRLLR,0.0
RRLRLRLLR,0,R|RRLRLRLLR,0.0
RRLRLRLRL,0,L|RRLRLRLRL,0.0
RRLRLRLRL,0,R|RRLRLRLRL,0.0
RRLRLRLRR,0,L|RRLRLRLRR,0.0
RRLRLRLRR,0,R|RRLRLRLRR,0.0
RRLRLRRLL,0,L|RRLRLRRLL,0.0
RRLRLRRLL,0,R|RRLRLRRLL,0.0
RRLRLRRLR,0,L|RRLRLRRLR,0.0
RRLRLRRLR,0,R|RRLRLRRLR,0.0
RRLRLRRRL,0,L|RRLRLRRRL,0.0
RRLRLRRRL,0,R|RRLRLRRRL,0.0
RRLRLRRRR,0,L|RRLRLRRRR,0.0
RRLRLRRRR,0,R|RRLRLRRRR,0.0
RRLRRLLLL,0,L|RRLRRLLLL,0.0
RRLRRLLLL,0,R|RRLRRLLLL,0.0
RRLRRLLLR,0,L|RRLRRLLLR,0.0
RRLRRLLLR,0,R|RRLRRLLLR,0.0
RRLRRLLRL,0,L|RRLRRLLRL,0.0
RRLRRLLRL,0,R|RRLRRLLRL,0.0
RRLRRLLRR,0,L|RRLRRLLRR,0.0
RRLRRLLRR,0,R|RRLRRLLRR,0.0
RRLRRLRLL,0,L|RRLRRLRLL,0.0
RRLRRLRLL,0,R|RRLRRLRLL,0.0
RRLRRLRLR,0,L|RRLRRLRLR,0.0
RRLRRLRLR,0,R|RRLRRLRLR,0.0
RRLRRLRRL,0,L|RRLRRLRRL,0.0
RRLRRLRRL,0,R|RRLRRLRRL,0.0
RRLRRLRRR,0,L|RRLRRLRRR,0.0
RRLRRLRRR,0,R|RRLRRLRRR,0.0
RRLRRRLLL,0,L|RRLRRRLLL,0.0
RRLRRRLLL,0,R|RRLRRRLLL,0.0
RRLRRRLLR,0,L|RRLRRRLLR,0.0
RRLRRRLLR,0,R|RRLRRRLLR,0.0
RRLRRRLRL,0,L|RRLRRRLRL,0.0
RRLRRRLRL,0,R|RRLRRRLRL,0.0
RRLRRRLRR,0,L|RRLRRRLRR,0.0
RRLRRRLRR,0,R|RRLRRRLRR,0.0
RRLRRRRLL,0,L|RRLRRRRLL,0.0
RRLRRRRLL,0,R|RRLRRRRLL,0.0
RRLRRRRLR,0,L|RRLRRRRLR,0.0
RRLRRRRLR,0,R|RRLRRRRLR,0.0
RRLRRRRRL,0,L|RRLRRRRRL,0.0
RRLRRRRRL,0,R|RRLRRRRRL,0.0
RRLRRRRRR,0,L|RRLRRRRRR,0.0
RRLRRRRRR,0,R|RRLRRRRRR,0.0
RRRLLLLLL,1,L|RRRLLLLLL,1.0
RRRLLLLLL,1,R|RRRLLLLLL,0.0
RRRLLLLLR,0,L|RRRLLLLLR,0.0
RRRLLLLLR,0,R|RRRLLLLLR,0.0
RRRLLLLRL,0,L|RRRLLLLRL,0.0
RRRLLLLRL,0,R|RRRLLLLRL,0.0
RRRLLLLRR,0,L|RRRLLLLRR,0.0
RRRLLLLRR,0,R|RRRLLLLRR,0.0
RRRLLLRLL,0,L|RRRLLLRLL,0.0
RRRLLLRLL,0,R|RRRLLLRLL,0.0
RRRLLLRLR,0,L|RRRLLLRLR,0.0
RRRLLLRLR,0,R|RRRLLLRLR,0.0
RRRLLLRRL,0,L|RRRLLLRRL,0.0
RRRLLLRRL,0,R|RRRLLLRRL,0.0
RRRLLLRRR,0,L|RRRLLLRRR,0.0
RRRLLLRRR,0,R|RRRLLLRRR,0.0
RRRLLRLLL,0,L|RRRLLRLLL,0.0
RRRLLRLLL,0,R|RRRLLRLLL,0.0
RRRLLRLLR,0,L|RRRLLRLLR,0.0
RRRLLRLLR,0,R|RRRLLRLLR,0.0
RRRLLRLRL,0,L|RRRLLRLRL,0.0
RRRLLRLRL,0,R|RRRLLRLRL,0.0
RRRLLRLRR,0,L|RRRLLRLRR,0.0
RRRLLRLRR,0,R|RRRLLRLRR,0.0
RRRLLRRLL,0,L|RRRLLRRLL,0.0
RRRLLRRLL,0,R|RRRLLRRLL,0.0
RRRLLRRLR,0,L|RRRLLRRLR,0.0
RRRLLRRLR,0,R|RRRLLRRLR,0.0
RRRLLRRRL,0,L|RRRLLRRRL,0.0
RRRLLRRRL,0,R|RRRLLRRRL,0.0
RRRLLRRRR,0,L|RRRLLRRRR,0.0
RRRLLRRRR,0,R|RRRLLRRRR,0.0
RRRLRLLLL,0,L|RRRLRLLLL,0.0
RRRLRLLLL,0,R|RRRLRLLLL,0.0
RRRLRLLLR,0,L|RRRLRLLLR,0.0
RRRLRLLLR,0,R|RRRLRLLLR,0.0
RRRLRLLRL,0,L|RRRLRLLRL,0.0
RRRLRLLRL,0,R|RRRLRLLRL,0.0
RRRLRLLRR,0,L|RRRLRLLRR,0.0
RRRLRLLRR,0,R|RRRLRLLRR,0.0
RRRLRLRLL,0,L|RRRLRLRLL,0.0
RRRLRLRLL,0,R|RRRLRLRLL,0.0
RRRLRLRLR,0,L|RRRLRLRLR,0.0
RRRLRLRLR,0,R|RRRLRLRLR,0.0
RRRLRLRRL,0,L|RRRLRLRRL,0.0
RRRLRLRRL,0,R|RRRLRLRRL,0.0
RRRLRLRRR,0,L|RRRLRLRRR,0.0
RRRLRLRRR,0,R|RRRLRLRRR,0.0
RRRLRRLLL,0,L|RRRLRRLLL,0.0
RRRLRRLLL,0,R|RRRLRRLLL,0.0
RRRLRRLLR,0,L|RRRLRRLLR,0.0
RRRLRRLLR,0,R|RRRLRRLLR,0.0
RRRLRRLRL,0,L|RRRLRRLRL,0.0
RRRLRRLRL,0,R|RRRLRRLRL,0.0
RRRLRRLRR,0,L|RRRLRRLRR,0.0
RRRLRRLRR,0,R|RRRLRRLRR,0.0
RRRLRRRLL,0,L|RRRLRRRLL,0.0
RRRLRRRLL,0,R|RRRLRRRLL,0.0
RRRLRRRLR,0,L|RRRLRRRLR,0.0
RRRLRRRLR,0,R|RRRLRRRLR,0.0
RRRLRRRRL,0,L|RRRLRRRRL,0.0
RRRLRRRRL,0,R|RRRLRRRRL,0.0
RRRLRRRRR,0,L|RRRLRRRRR,0.0
RRRLRRRRR,0,R|RRRLRRRRR,0.0
RRRRLLLLL,1,L|RRRRLLLLL,1.0
RRRRLLLLL,1,R|RRRRLLLLL,0.0
RRRRLLLLR,0,L|RRRRLLLLR,0.0
RRRRLLLLR,0,R|RRRRLLLLR,0.0
RRRRLLLRL,0,L|RRRRLLLRL,0.0
RRRRLLLRL,0,R|RRRRLLLRL,0.0
RRRRLLLRR,0,L|RRRRLLLRR,0.0
RRRRLLLRR,0,R|RRRRLLLRR,0.0
RRRRLLRLL,0,L|RRRRLLRLL,0.0
RRRRLLRLL,0,R|RRRRLLRLL,0.0
RRRRLLRLR,0,L|RRRRLLRLR,0.0
RRRRLLRLR,0,R|RRRRLLRLR,0.0
RRRRLLRRL,0,L|RRRRLLRRL,0.0
RRRRLLRRL,0,R|RRRRLLRRL,0.0
RRRRLLRRR,0,L|RRRRLLRRR,0.0
RRRRLLRRR,0,R|RRRRLLRRR,0.0
RRRRLRLLL,0,L|RRRRLRLLL,0.0
RRRRLRLLL,0,R|RRRRLRLLL,0.0
RRRRLRLLR,0,L|RRRRLRLLR,0.0
RRRRLRLLR,0,R|RRRRLRLLR,0.0
RRRRLRLRL,0,L|RRRRLRLRL,0.0
RRRRLRLRL,0,R|RRRRLRLRL,0.0
RRRRLRLRR,0,L|RRRRLRLRR,0.0
RRRRLRLRR,0,R|RRRRLRLRR,0.0
RRRRLRRLL,0,L|RRRRLRRLL,0.0
RRRRLRRLL,0,R|RRRRLRRLL,0.0
RRRRLRRLR,0,L|RRRRLRRLR,0.0
RRRRLRRLR,0,R|RRRRLRRLR,0.0
RRRRLRRRL,0,L|RRRRLRRRL,0.0
RRRRLRRRL,0,R|RRRRLRRRL,0.0
RRRRLRRRR,2,L|RRRRLRRRR,0.5
RRRRLRRRR,2,R|RRRRLRRRR,0.5
RRRRRLLLL,1,L|RRRRRLLLL,0.0
RRRRRLLLL,1,R|RRRRRLLLL,1.0
RRRRRLLLR,0,L|RRRRRLLLR,0.0
RRRRRLLLR,0,R|RRRRRLLLR,0.0
RRRRRLLRL,0,L|RRRRRLLRL,0.0
RRRRRLLRL,0,R|RRRRRLLRL,0.0
RRRRRLLRR,0,L|RRRRRLLRR,0.0
RRRRRLLRR,0,R|RRRRRLLRR,0.0
RRRRRLRLL,0,L|RRRRRLRLL,0.0
RRRRRLRLL,0,R|RRRRRLRLL,0.0
RRRRRLRLR,0,L|RRRRRLRLR,0.0
RRRRRLRLR,0,R|RRRRRLRLR,0.0
RRRRRLRRL,0,L|RRRRRLRRL,0.0
RRRRRLRRL,0,R|RRRRRLRRL,0.0
RRRRRLRRR,0,L|RRRRRLRRR,0.0
RRRRRLRRR,0,R|RRRRRLRRR,0.0
RRRRRRLLL,0,L|RRRRRRLLL,0.0
RRRRRRLLL,0,R|RRRRRRLLL,0.0
RRRRRRLLR,1,L|RRRRRRLLR,0.0
RRRRRRLLR,1,R|RRRRRRLLR,1.0
RRRRRRLRL,0,L|RRRRRRLRL,0.0
RRRRRRLRL,0,R|RRRRRRLRL,0.0
RRRRRRLRR,2,L|RRRRRRLRR,0.5
RRRRRRLRR,2,R|RRRRRRLRR,0.5
RRRRRRRLL,2,L|RRRRRRRLL,1.0
RRRRRRRLL,2,R|RRRRRRRLL,0.0
RRRRRRRLR,5,L|RRRRRRRLR,0.0
RRRRRRRLR,5,R|RRRRRRRLR,1.0
RRRRRRRRL,6,L|RRRRRRRRL,0.5
RRRRRRRRL,6,R|RRRRRRRRL,0.5
RRRRRRRRR,43,L|RRRRRRRRR,0.23255813953488372
RRRRRRRRR,43,R|RRRRRRRRR,0.7674418604651163
LLLLLLLLLL,40,L|LLLLLLLLLL,0.875
LLLLLLLLLL,40,R|LLLLLLLLLL,0.125
LLLLLLLLLR,1,L|LLLLLLLLLR,1.0
LLLLLLLLLR,1,R|LLLLLLLLLR,0.0
LLLLLLLLRL,0,L|LLLLLLLLRL,0.0
LLLLLLLLRL,0,R|LLLLLLLLRL,0.0
LLLLLLLLRR,0,L|LLLLLLLLRR,0.0
LLLLLLLLRR,0,R|LLLLLLLLRR,0.0
LLLLLLLRLL,0,L|LLLLLLLRLL,0.0
LLLLLLLRLL,0,R|LLLLLLLRLL,0.0
LLLLLLLRLR,0,L|LLLLLLLRLR,0.0
LLLLLLLRLR,0,R|LLLLLLLRLR,0.0
LLLLLLLRRL,0,L|LLLLLLLRRL,0.0
LLLLLLLRRL,0,R|LLLLLLLRRL,0.0
LLLLLLLRRR,0,L|LLLLLLLRRR,0.0
LLLLLLLRRR,0,R|LLLLLLLRRR,0.0
LLLLLLRLLL,0,L|LLLLLLRLLL,0.0
LLLLLLRLLL,0,R|LLLLLLRLLL,0.0
LLLLLLRLLR,0,L|LLLLLLRLLR,0.0
LLLLLLRLLR,0,R|LLLLLLRLLR,0.0
LLLLLLRLRL,0,L|LLLLLLRLRL,0.0
LLLLLLRLRL,0,R|LLLLLLRLRL,0.0
LLLLLLRLRR,0,L|LLLLLLRLRR,0.0
LLLLLLRLRR,0,R|LLLLLLRLRR,0.0
LLLLLLRRLL,0,L|LLLLLLRRLL,0.0
LLLLLLRRLL,0,R|LLLLLLRRLL,0.0
LLLLLLRRLR,0,L|LLLLLLRRLR,0.0
LLLLLLRRLR,0,R|LLLLLLRRLR,0.0
